64,-5,73,51,8,119,8
66,-4,79,51,8,119,8
66,-5,93,52,8,119,8
65,-4,97,54,8,119,8
66,-5,90,53,8,119,8
66,-5,84,55,8,119,8
65,-4,78,55,8,119,8
60,-7,75,51,12,119,8
90,166,71,43,12,119,8
93,163,77,51,12,119,8
91,165,86,44,12,119,8
68,-4,78,44,12,119,8
88,170,72,46,12,119,8
91,173,74,41,7,119,8
79,-7,72,50,9,119,8
63,-4,69,46,2,119,8
61,0,89,80,6,119,8
91,171,65,41,15,119,8
64,0,65,45,15,119,8
95,166,70,44,21,119,8
93,166,74,48,21,119,8
68,-3,77,51,21,119,8
65,-4,74,51,21,119,8
56,-7,107,47,21,119,8
47,-6,142,55,21,119,8
53,-7,130,51,21,119,8
62,-5,67,54,21,119,8
68,-3,56,51,21,119,8
97,161,62,47,21,119,8
65,-5,60,44,21,119,8
66,-2,65,42,21,119,8
91,166,64,45,21,119,8
91,166,71,47,21,119,8
66,-2,76,55,21,119,8
73,-4,70,51,24,119,8
61,-4,142,50,24,119,8
73,-4,51,52,24,119,8
73,-4,74,54,24,119,8
66,-1,58,54,24,119,8
66,-3,68,62,24,119,8
88,167,70,66,24,119,8
67,-3,69,56,24,119,8
65,-3,70,62,24,119,8
62,-3,71,69,2,119,8
60,1,62,91,87,168,74,30,17,119,8
69,-4,79,34,17,119,8
69,-6,68,40,17,119,8
76,-6,78,41,17,119,8
70,-6,68,44,17,119,8
77,-6,74,44,17,119,8
92,168,76,45,11,119,8
88,173,78,37,3,119,8
73,-12,90,45,9,119,8
74,-8,105,48,11,119,8
94,169,108,48,11,119,8
88,168,71,47,12,119,8
88,169,75,44,12,119,8
88,168,97,52,12,119,8
90,167,99,53,12,119,8
88,169,110,51,12,119,8
88,168,116,52,
